gene,0,4,8
Satb2,24.857142857142858,26.875,19.571428571428573
Sbk1,26700.428571428572,24011.5,19224.285714285714
Sc5d,4374.428571428572,3739.5,3002.1428571428573
Scarna6,4.285714285714286,3,4.285714285714286
Scg2,7445.285714285715,7848.875,7551.857142857143
Scml4,31,24.625,31
Scn3b,313,336.5,347.14285714285717
Sctr,6.714285714285714,6.625,10.285714285714286
Sele,1,6.375,0.7142857142857143
Selp,0.42857142857142855,4.125,1
Sema3e,748.7142857142857,734.25,600.7142857142857
Sema4c,1114.142857142857,1097.375,1071.857142857143
Sema4d,4065,3859,3082.4285714285716
Senp3,2661.5714285714284,2616.375,2234.714285714286
Senp8,308.42857142857144,296.75,202.71428571428572
Serf2,3948.1428571428573,3748.5,2948
Serinc2,898.1428571428571,839.625,655.5714285714286
Serinc5,3130.1428571428573,2592.75,2231.285714285714
Serpina3g,13.571428571428571,18.875,20.857142857142858
Serpinb10,0.8571428571428571,1,2.2857142857142856
Serpinb1a,600,465.5,270.2857142857143
Serpinb5,4.285714285714286,3.125,3.857142857142857
Serpinb8,152.28571428571428,113.75,98.42857142857143
Serpinc1,2.4285714285714284,0.875,0.8571428571428571
Serpinh1,1376.2857142857142,1110.625,700.8571428571429
Setd7,18586.285714285714,17641.375,11895
Sf3b1,16976.714285714286,17740.5,18650.571428571428
Sfrp2,35,36.125,36.57142857142857
Sft2d2,1373.2857142857142,1278.75,1350.5714285714287
Sfxn5,10692.142857142857,9515.875,7496
Sgk1,6398.714285714285,5856,8238
Sgsm1,4148.428571428572,4451.625,4537.285714285715
Sh3bp4,487.42857142857144,448.5,467
Sh3gl1,1738.142857142857,1666.75,1569.7142857142858
Shc1,469.2857142857143,445.625,527.2857142857143
Sidt1,1969.5714285714287,1988,1982
Sin3b,2415.5714285714284,2350,2332.5714285714284
Slain1,2215,2063.25,1723
Slc13a1,156.71428571428572,113.25,58.285714285714285
Slc14a1,1597.7142857142858,1504.125,1137.142857142857
Slc16a10,233.57142857142858,280.375,279.57142857142856
Slc16a14,227.28571428571428,210.625,243.71428571428572
Slc16a7,1542,1389.875,1033.4285714285713
Slc17a9,17.142857142857142,24.625,74.28571428571429
Slc20a2,5305,5738.375,7210.428571428572
Slc22a4,2636.4285714285716,2598.625,2498.714285714286
Slc23a3,3.5714285714285716,3.625,5.142857142857143
Slc25a16,1338,1429.375,1871
Slc25a27,4563.142857142857,4679.875,4591.142857142857
Slc26a7,344.85714285714283,288.375,401.2857142857143
Slc26a8,93.57142857142857,104.25,193.57142857142858
Slc26a9,1.2857142857142858,1.875,1.4285714285714286
Slc2a1,5306.571428571428,5420.5,5797.285714285715
Slc2a4,267.2857142857143,341.25,707.7142857142857
Slc2a4rg-ps,575.4285714285714,512.875,272.2857142857143
Slc2a9,69.28571428571429,86.875,181.42857142857142
Slc35b1,1609,1556.875,1608.4285714285713
Slc35f1,1307.5714285714287,1371.875,1175.7142857142858
Slc35f5,728.7142857142857,723.25,706
Slc35g1,184.85714285714286,169.625,227.28571428571428
Slc39a11,354.14285714285717,372.625,379.85714285714283
Slc39a2,836,789.75,468
Slc47a1,435,288.5,347.2857142857143
Slc4a3,3672.5714285714284,3725.75,3703.5714285714284
Slc6a12,203.28571428571428,237.75,324.85714285714283
Slc6a16,13.714285714285714,16.625,14.857142857142858
Slc6a20a,841.5714285714286,831.125,1379.5714285714287
Slc6a4,9.142857142857142,117.75,47.142857142857146
Slc6a6,4767.428571428572,4984.875,6620.714285714285
Slc6a7,406.14285714285717,426.25,542.1428571428571
Slc7a10,1755.4285714285713,1525.625,1194.2857142857142
Slc7a3,402,365.125,183.42857142857142
Slc9a2,221.42857142857142,167.625,238.42857142857142
Slc9a4,9.714285714285714,10.625,11.142857142857142
Slco4c1,13.285714285714286,12.75,14.142857142857142
Slfn4,5.571428571428571,29.875,12.428571428571429
Slit1,155,200.5,215.28571428571428
Smad9,1635.5714285714287,1850.375,2226.1428571428573
Smap1,3257.4285714285716,3244.25,3298.8571428571427
Smarcal1,2913.8571428571427,3091.125,2882.285714285714
Smarcd2,3076,3142,3480
Smim14,5800,6090.375,6657.428571428572
Smim15,2144,2122.75,1695.7142857142858
Smim8,413.2857142857143,422,448
Smox,2054.285714285714,2426.625,2819.8571428571427
Smt3h2-ps4,3.142857142857143,2.5,2.5714285714285716
Smtn,280.7142857142857,237.875,243.14285714285714
Smyd3,1226.2857142857142,1330.875,1614.142857142857
Snhg3,209.14285714285714,233.875,352.57142857142856
Snhg4,219.14285714285714,251.75,345
Snhg6,270.85714285714283,273.375,282.85714285714283
Snhg8,336.14285714285717,372,513.5714285714286
Snn,4416.285714285715,5072.375,6020
Snora41,19.285714285714285,19.875,23.571428571428573
Snora75,10.428571428571429,10,9.857142857142858
Snord47,22.571428571428573,22.5,23.142857142857142
Snord87,3.4285714285714284,2.75,2.4285714285714284
Snord89,14.857142857142858,15.875,13.142857142857142
Sntg1,403.42857142857144,443.75,459.14285714285717
Soat1,747.8571428571429,729,721
Sord,708,782.625,972
Sost,57.42857142857143,41.375,11.714285714285714
Sox13,329.85714285714283,326,323.7142857142857
Sox14,18.285714285714285,17.75,26.571428571428573
Sox17,276.57142857142856,260.5,220.57142857142858
Sox2ot,946.4285714285714,803.125,473.42857142857144
Sp100,157,197.5,177
Sp110,41.285714285714285,41.375,36.42857142857143
Sp140,31.857142857142858,28.75,37
Spag16,113.14285714285714,106.5,120.85714285714286
Sparc,35429.57142857143,38832,56105.71428571428
Spata2l,702.5714285714286,597,538.5714285714286
Spata3,17.285714285714285,18,13.142857142857142
Spats2l,382.2857142857143,386,352.85714285714283
Spice1,710,706,481.2857142857143
Spin2c,120.57142857142857,127.75,125
Spns2,1990.4285714285713,2092.625,2450.1428571428573
Spon1,3888.285714285714,4417.625,5237.714285714285
Spp2,7.714285714285714,8,10.571428571428571
Spsb3,2256.1428571428573,2433.375,3059
Srbd1,529.2857142857143,519.625,325.42857142857144
Srebf1,1950.5714285714287,2233.875,3438.4285714285716
Srgap2,9050.285714285714,8992,9002.57142857143
Srr,3044.714285714286,2740,1949.142857142857
Srrm4,4342.714285714285,3925.625,3489.714285714286
Srsf9,1537.142857142857,1529.375,1327.857142857143
Sstr1,145.57142857142858,160.375,145.85714285714286
Ssx2ip,3032.285714285714,3182.625,3908.714285714286
St6gal2,208,197.25,200.85714285714286
St8sia2,85.28571428571429,88.25,82.42857142857143
Stac3,175.85714285714286,148.25,87.57142857142857
Stat1,1470,1863.25,1551.7142857142858
Stat4,4.857142857142857,5.5,6.714285714285714
Stau2,3524.5714285714284,3678.25,3665.8571428571427
Stbd1,57.57142857142857,33.75,31.714285714285715
Steap3,126.14285714285714,78.25,62
Stk11ip,1090.142857142857,1099.5,1031
Stk17b,4899.714285714285,4716.25,3458.285714285714
Stk25,5641,5891,5710.857142857143
Stk32b,39.857142857142854,44.125,47.714285714285715
Stk38,2399.285714285714,2358.75,2270.714285714286
Stradb,1135.142857142857,1113.75,1098.142857142857
Strip1,3047.714285714286,3112.5,3023.8571428571427
Stx3,2454.285714285714,2699.25,3681.5714285714284
Stx5a,2522,2522.25,2388.5714285714284
Stx6,1800.2857142857142,1812,1869.857142857143
Sult1a1,547.1428571428571,689.5,1566.2857142857142
Sumo1,3064.285714285714,3257.25,3106.5714285714284
Susd2,244.28571428571428,236.75,186.14285714285714
Susd6,5312.428571428572,5158.625,4985
Swt1,792.8571428571429,792.25,730.8571428571429
Syne4,341.57142857142856,344,337.2857142857143
Syt16,215,208.625,208.71428571428572
Syvn1,2261.285714285714,2215.375,1943.7142857142858
Tac4,10.285714285714286,18.875,38
Tacr1,40.142857142857146,46.5,60
Tacr3,43,59.375,57.285714285714285
Tada2b,1257.4285714285713,1341.375,1609.857142857143
Tal1,75.57142857142857,87.5,104
Tap2,313.85714285714283,376.375,495.85714285714283
Tbc1d20,1332.142857142857,1313.125,1411.142857142857
Tbc1d25,779.1428571428571,761.5,703.7142857142857
Tbc1d8,1923,1966,1846.2857142857142
Tbx6,82.28571428571429,77.875,39.714285714285715
Tcea1,3307.714285714286,3281.375,3486.8571428571427
Tceal6,1119.142857142857,1227.5,1176.142857142857
Tcf24,10.285714285714286,9.375,10.142857142857142
Tchh,64.14285714285714,69.375,85.28571428571429
Tdgf1,232.28571428571428,243.75,296.85714285714283
Tdrd5,57.42857142857143,69.125,67.42857142857143
Tead4,247.85714285714286,261.625,261.42857142857144
Tenm2,906.8571428571429,995.5,892.5714285714286
Tenm3,735.5714285714286,791.5,798.8571428571429
Terf1,650.1428571428571,677.875,643
Tex30,237.57142857142858,249.5,255.57142857142858
Tfap2b,2104,2158.875,2233.4285714285716
Tfap2d,189,130.75,219.57142857142858
Tfap4,270.42857142857144,376.25,480.2857142857143
Tfdp1,2087.5714285714284,2017.75,1810.857142857143
Tfrc,5700.428571428572,5874.625,9645.285714285714
Tgfbi,233.85714285714286,202.5,242.71428571428572
Tgfbrap1,2607.1428571428573,2576.75,2665.8571428571427
Thap1,425.85714285714283,411.25,309.2857142857143
Thap4,508.57142857142856,495.625,506.14285714285717
Thbs3,188.28571428571428,207.75,356.7142857142857
Thnsl2,126.57142857142857,167.875,236.14285714285714
Thra,10424,11203,14335.285714285714
Thsd7b,43.857142857142854,55,42.142857142857146
Timeless,319.85714285714283,382.625,518.2857142857143
Timm17a,1574,1654.875,1591.2857142857142
Timmdc1,637,610.375,447.7142857142857
Timp2,3431.285714285714,3450.875,4404.571428571428
Tipin,585.5714285714286,690.25,881.4285714285714
Tiprl,1962.7142857142858,1984.375,1968.142857142857
Tjap1,1017.1428571428571,898,626.1428571428571
Tm6sf2,166.28571428571428,123.375,32.42857142857143
Tmbim1,1867.4285714285713,1894.125,1874.4285714285713
Tmco3,1583.142857142857,1519.5,1137
Tmeff2,2440.1428571428573,2169.75,1878.7142857142858
Tmem120b,529,529.5,588.7142857142857
Tmem130,3581.285714285714,3822.25,3559.285714285714
Tmem131,3697.285714285714,3741.625,3458.285714285714
Tmem132b,540.5714285714286,553.875,709.1428571428571
Tmem132c,1122,1233.375,1454.857142857143
Tmem14a,672.1428571428571,696.875,607.7142857142857
Tmem161a,939.7142857142857,945.25,876.1428571428571
Tmem163,2433.8571428571427,2358.75,2250.714285714286
Tmem169,653.1428571428571,668,673.8571428571429
Tmem182,8,11.875,11
Tmem183a,2929.8571428571427,2986.25,2892.285714285714
Tmem198b,957.5714285714286,807.5,608.4285714285714
Tmem200c,225,240,215.28571428571428
Tmem237,992.2857142857143,929.5,974.4285714285714
Tmem29,478.57142857142856,509.375,505.57142857142856
Tmem33,6406.285714285715,6116.625,4755.285714285715
Tmem37,32.142857142857146,26.625,36.857142857142854
Tmem62,2949.714285714286,3014,2849.285714285714
Tmem91,108,107.5,120.85714285714286
Tmie,242,254.625,266.42857142857144
Tmprss3,41,44.75,55.714285714285715
Tnc,836.5714285714286,514.375,214.57142857142858
Tnfrsf11a,83.42857142857143,70.75,80.42857142857143
Tnni1,107,103.875,105.71428571428571
Tomm20,8363.285714285714,8892.75,10465.285714285714
Tomm40l,2044.2857142857142,1971.125,1484.4285714285713
Tox,89.85714285714286,100.75,108.85714285714286
Tox2,165.42857142857142,194.5,254.85714285714286
Tph2,37.57142857142857,200.125,113
Tpp2,3044.5714285714284,3167.375,3217.1428571428573
Tppp,11414.714285714286,10748.875,7468.285714285715
Tpr,6415.714285714285,6718.125,6915.142857142857
Tpra1,1957.5714285714287,1918,1597.4285714285713
Tra2a,4885.285714285715,4579.5,3056
Traf1,248,195.5,138.71428571428572
Tram1,1761.5714285714287,1757.125,1706.7142857142858
Tram2,18.714285714285715,15.25,17.571428571428573
Trf,17892.85714285714,15313.75,9134.42857142857
Trhr,36.285714285714285,45,43.714285714285715
Trim23,3745.285714285714,4236.25,5025.285714285715
Trim3,6493.142857142857,6644.125,7380.285714285715
Trim59,802.8571428571429,818.75,670.2857142857143
Trim65,172.57142857142858,160.625,174.14285714285714
Trim72,37.714285714285715,42,80.57142857142857
Trip12,7921.571428571428,8149.125,8481.42857142857
Trmt6,1649.7142857142858,1698.375,1734.857142857143
Trp53inp2,12319.142857142857,9837.5,7452.142857142857
Trpa1,1.4285714285714286,1.625,2.857142857142857
Trpv3,17.857142857142858,18.25,29.142857142857142
Tsc22d1,11322.42857142857,10528.25,8724.714285714286
Tsen15,576.5714285714286,634.5,558.8571428571429
Tsga10,365.7142857142857,321.375,201.42857142857142
Tspyl2,4527.857142857143,4982.125,6098.571428571428
Tspyl3,552.7142857142857,600.75,594.8571428571429
Tspyl4,28475.428571428572,29040.125,22187.428571428572
Tssk5,83.14285714285714,134.375,321.85714285714283
Ttll1,715,738.625,662.1428571428571
Ttll4,2054.8571428571427,2049.625,2018.142857142857
Ttpa,557.8571428571429,471.625,381.85714285714283
Ttyh1,21453.571428571428,24252.5,30457.428571428572
Tuba8,1455.2857142857142,1459.5,894.1428571428571
Tubb2b,4053.714285714286,3236.25,1846.7142857142858
Tufm,2007.7142857142858,1911,1348.2857142857142
Twist2,3,3.625,4.428571428571429
Txndc11,1366,1361,1434.7142857142858
Txndc9,1870,1912.25,1861.142857142857
Tyro3,7069.428571428572,6906.875,5191.857142857143
Tyrp1,13.142857142857142,16.75,10.285714285714286
Tyw5,493.14285714285717,492.875,487.7142857142857
Ube2f,1412.7142857142858,1433,1386
Ube2t,62.42857142857143,75.5,64.85714285714286
Ube2v2,2072,2079.125,1647.857142857143
Ubfd1,3149.714285714286,3012,2360.285714285714
Ubqln4,3515.1428571428573,3479.375,2649.1428571428573
Ubtd2,2633.1428571428573,2337.375,2625.5714285714284
Ubxn2b,892.2857142857143,833.625,589.8571428571429
Ucp3,75.85714285714286,98.125,128.57142857142858
Ugt1a7c,8.857142857142858,7.375,6.571428571428571
Ugt8a,4092.285714285714,2627,1038.2857142857142
Unc45a,1562,1490.25,1421.142857142857
Unc50,1451.857142857143,1505.625,1496.857142857143
Unc5d,532.7142857142857,639.125,743.4285714285714
Unc80,19759.714285714286,21020.75,19474.285714285714
Uri1,2014.142857142857,2167.5,2567.4285714285716
Uros,722.2857142857143,740.875,543.4285714285714
Usp12,2590.4285714285716,2534.25,2705.8571428571427
Usp19,6499,6380,5799.142857142857
Usp2,4291.571428571428,4116.5,4506.285714285715
Usp28,2757.8571428571427,2462.5,2045.142857142857
Usp3,5056.714285714285,4771,4728.285714285715
Usp40,1376,1417.625,1446.2857142857142
Uty,657,748,575.4285714285714
Uxs1,1445,1431.375,1465
Vmn2r1,32,45.25,107.28571428571429
Vopp1,1782.7142857142858,1784.125,1347.142857142857
Vps11,2762.8571428571427,3099.5,3839.1428571428573
Vps33a,4167,4602.875,5008
Vps4b,2226.4285714285716,2263.5,2279
Vstm2a,1030,1159.875,1068
Vstm5,81.14285714285714,98.375,103.28571428571429
Vsx2,2.2857142857142856,8.125,12.857142857142858
Vwc2l,55.714285714285715,71.5,71.14285714285714
Wasf2,1336.2857142857142,1228.75,1278.857142857143
Wdfy2,1826.2857142857142,1812.125,1835.857142857143
Wdfy4,34.285714285714285,43.125,39.857142857142854
Wdr12,1090.5714285714287,1124,1079.2857142857142
Wdr24,624.1428571428571,655.375,599.7142857142857
Wdr41,1583.4285714285713,1516.75,1279.2857142857142
Wdr75,1216.857142857143,1202.625,1272.2857142857142
Whamm,966.4285714285714,1035.375,1387.857142857143
Wnt10a,8.714285714285714,9.75,11.857142857142858
Wwox,796.7142857142857,895.125,1097.857142857143
Xist,24164,20184.375,24609.285714285714
Xpa,371.85714285714283,442.125,595.2857142857143
Xpc,711.7142857142857,810.125,1082.142857142857
Xpo1,6174.428571428572,5839.25,4383
Xpr1,4153.142857142857,4170.625,4021.8571428571427
Xrcc5,761.2857142857143,768.875,813.4285714285714
Ybx3,1837.142857142857,1740.25,1603.4285714285713
Yod1,578.8571428571429,579.375,536.4285714285714
Ypel2,2088.4285714285716,2042.875,1573.142857142857
Zap70,18.571428571428573,18.625,25.285714285714285
Zbed6,2175.1428571428573,1986.375,1754.142857142857
Zbtb21,1020.8571428571429,959,768.4285714285714
Zbtb24,738,715.625,734.5714285714286
Zbtb41,1801.7142857142858,1842,1655.2857142857142
Zc3h3,517.1428571428571,492.5,453.42857142857144
Zc3h6,1078.7142857142858,1338.125,1937
Zcchc12,726,891.875,1002.8571428571429
Zdbf2,533.5714285714286,569.875,496.14285714285717
Zdhhc22,231.57142857142858,271.5,246.42857142857142
Zfand2b,408.14285714285717,427.125,404
Zfand6,2671.5714285714284,2740.5,2552
Zfp119b,193.42857142857142,239.75,320.85714285714283
Zfp142,1884.142857142857,1811.875,1751.4285714285713
Zfp219,6033.571428571428,5859,4825.285714285715
Zfp263,1354.5714285714287,1400.75,1447.4285714285713
Zfp335,1492.7142857142858,1521.375,1496.7142857142858
Zfp36,252.42857142857142,209.375,253
Zfp36l1,1388.4285714285713,1425.875,1269.5714285714287
Zfp451,1407.7142857142858,1415.375,1366.7142857142858
Zfp493,187.71428571428572,148.625,99.57142857142857
Zfp579,1021.8571428571429,969.375,725.8571428571429
Zfp598,2552.8571428571427,2535.25,2701.714285714286
Zfp648,3.7142857142857144,4.25,4.285714285714286
Zfp658,862.2857142857143,833,624.7142857142857
Zfp677,173.71428571428572,164.875,137.85714285714286
Zfp810,537,629.125,940.4285714285714
Zfp92,36.857142857142854,43,49
Zfp941,673.8571428571429,770.875,765.5714285714286
Zfyve28,3162.4285714285716,3284.25,3649.5714285714284
Zgrf1,398.57142857142856,450.125,635.5714285714286
Zkscan3,2105.5714285714284,1981.5,1664.4285714285713
Zranb1,6014,6464.25,8187
Zranb3,191.14285714285714,196.75,191.42857142857142
Zscan22,607.4285714285714,534.5,416.42857142857144
Zw10,1546.2857142857142,1555.125,1476.4285714285713
